"1","3","53","1","<p class=""MsoNormal""><span style=""font-family: 'Times New Roman',serif;"">Can you make a case for however the number of defects is measured?</span></p>","2","2023-06-10 18:53:53","2023-06-10 18:53:53"
"2","3","53","1","<p class=""MsoNormal"" style=""text-align: justify;""><span style=""font-family: 'Times New Roman',serif;"">Can you make a case for however the amount of production defects is measured?</span></p>","3","2023-06-10 18:55:33","2023-06-10 18:55:33"
"3","3","53","1","<p class=""MsoNormal"" style=""text-align: justify;"">Why are statistics necessary? Why can experimenters not just look at the data and decide for themselves what is important? On the other hand, which of the following is more important:</p>
<p class=""MsoNormal"" style=""text-align: justify;"">(a) the results of a statistical test or (b) the results of the intraocular significance test (i.e., when the effect leaps out and hits you between the eyes)?</p>","4","2023-06-10 18:55:58","2023-06-10 18:55:58"
"4","3","53","1","<p><span style=""font-size: 11.0pt; line-height: 107%; font-family: 'Calibri',sans-serif; mso-ascii-theme-font: minor-latin; mso-fareast-font-family: Calibri; mso-fareast-theme-font: minor-latin; mso-hansi-theme-font: minor-latin; mso-bidi-font-family: 'Times New Roman'; mso-bidi-theme-font: minor-bidi; mso-ansi-language: EN-US; mso-fareast-language: EN-US; mso-bidi-language: AR-SA;"">Can a comparison that does not achieve statistical significance still be important?</span></p>","2","2023-06-10 18:58:12","2023-06-10 18:58:12"
"5","3","53","2","<p class=""MsoNormal"" style=""text-align: justify;"">Test-first development is one component of many agile software development processes such as Extreme Programming and SCRUM that is briefly described as follows: Test-first development: Unit tests are written for each class or component before the class or component body code is written. The tests are run continuously and the program must pass all tests. These tests act as executable specifications for the program units. The following table shows the results of a case study that examined the defect profile of a software system in which part of the system was developed by applying test first methods. The table shows the number of &ldquo;defects&rdquo; found at different phases, comparing the portion of the system with test first developed code to the rest of the system.</p>
<p class=""MsoNormal"" style=""text-align: justify;"">a. What conclusions can you draw about the effectiveness of test first development based on these results? Justify your conclusions and note limitations.</p>
<p class=""MsoNormal"" style=""text-align: justify;"">b. List all assumptions that you used to arrive at your conclusions in (a).</p>
<p class=""MsoNormal"" style=""text-align: justify;"">c. List any additional information/metrics data that you would like to have seen.</p>
<div align=""center"">
<table class=""MsoTableGrid"" style=""width: 470.5pt; border-collapse: collapse; border: none; mso-border-alt: solid windowtext .5pt; mso-yfti-tbllook: 1184; mso-padding-alt: 0in 5.4pt 0in 5.4pt;"" border=""1"" width=""627"" cellspacing=""0"" cellpadding=""0"">
<tbody>
<tr style=""mso-yfti-irow: 0; mso-yfti-firstrow: yes; height: 24.3pt;"">
<td style=""width: 156.8pt; border: solid windowtext 1.0pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">Test Phase</p>
</td>
<td style=""width: 156.85pt; border: solid windowtext 1.0pt; border-left: none; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">Defects Found in Test-First Developed Code (10,000&nbsp;Lines Total)</p>
</td>
<td style=""width: 156.85pt; border: solid windowtext 1.0pt; border-left: none; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">Defects Found in Remainder of Code (8000 Lines Total)</p>
</td>
</tr>
<tr style=""mso-yfti-irow: 1; height: 25.05pt;"">
<td style=""width: 156.8pt; border: solid windowtext 1.0pt; border-top: none; mso-border-top-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">Specification and design inspection</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">10</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">16</p>
</td>
</tr>
<tr style=""mso-yfti-irow: 2; height: 24.3pt;"">
<td style=""width: 156.8pt; border: solid windowtext 1.0pt; border-top: none; mso-border-top-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">Unit test <span style=""mso-spacerun: yes;"">&nbsp;</span><span style=""mso-spacerun: yes;"">&nbsp;</span></p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">89</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">32</p>
</td>
</tr>
<tr style=""mso-yfti-irow: 3; height: 25.05pt;"">
<td style=""width: 156.8pt; border: solid windowtext 1.0pt; border-top: none; mso-border-top-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">System and integration test</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">15 <span style=""mso-spacerun: yes;"">&nbsp;</span><span style=""mso-spacerun: yes;"">&nbsp;</span><span style=""mso-spacerun: yes;"">&nbsp;</span><span style=""mso-spacerun: yes;"">&nbsp;</span></p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">80</p>
</td>
</tr>
<tr style=""mso-yfti-irow: 4; height: 24.3pt;"">
<td style=""width: 156.8pt; border: solid windowtext 1.0pt; border-top: none; mso-border-top-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">months of operational use</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">16</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 24.3pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">16</p>
</td>
</tr>
<tr style=""mso-yfti-irow: 5; mso-yfti-lastrow: yes; height: 25.05pt;"">
<td style=""width: 156.8pt; border: solid windowtext 1.0pt; border-top: none; mso-border-top-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">Overall</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">130</p>
</td>
<td style=""width: 156.85pt; border-top: none; border-left: none; border-bottom: solid windowtext 1.0pt; border-right: solid windowtext 1.0pt; mso-border-top-alt: solid windowtext .5pt; mso-border-left-alt: solid windowtext .5pt; mso-border-alt: solid windowtext .5pt; padding: 0in 5.4pt 0in 5.4pt; height: 25.05pt;"" valign=""top"" width=""209"">
<p class=""MsoNormal"" style=""margin-bottom: .0001pt; text-align: justify; line-height: normal;"">144</p>
</td>
</tr>
</tbody>
</table>
</div>","10","2023-06-10 19:04:12","2023-06-10 19:04:12"
"6","3","53","1","<p class=""MsoNormal"" style=""text-align: justify;"">Your department manager asks you to shorten the required system testing time of software products without a loss in quality of the delivered product. Use the GQM approach to derive relevant questions and identify measures to determine whether you have met your goal. Clearly indicate which measures help to answer each question.</p>","4","2023-06-10 19:05:42","2023-06-10 19:05:42"
"7","3","53","2","<p class=""MsoNormal"" style=""text-align: justify;"">Our confidence in a prediction system depends in part on how well we feel we understand the attributes involved. After how many successful predictions would you consider the following validated?</p>
<p class=""MsoNormal"" style=""text-align: justify;"">a. A mathematical model to predict the return time of Halley&rsquo;s comet to the nearest hour.</p>
<p class=""MsoNormal"" style=""text-align: justify;"">b. A timetable for a new air service between London and Paris.</p>
<p class=""MsoNormal"" style=""text-align: justify;"">c. A system that predicts the outcome of the spinning of a roulette wheel.</p>
<p class=""MsoNormal"" style=""text-align: justify;"">d. A chart showing how long a bricklayer will take to erect a wall of a given area.</p>","10","2023-06-10 19:07:03","2023-06-10 19:07:03"
"8","3","53","1","<p class=""MsoNormal"" style=""text-align: justify;"">What meaningful operations can we perform on measures? For instance, is it sensible to compute average productivity for a group of developers, or the average quality of a set of modules?</p>","3","2023-06-10 19:10:02","2023-06-10 19:10:02"
"9","3","53","1","<p class=""MsoNormal"" style=""text-align: justify;"">Using measurement, what meaningful statements can we make about an attribute and the entities that possess it? For instance, is it meaningful to talk about doubling a design&rsquo;s quality? If not, how do we compare two different designs?</p>","3","2023-06-10 19:10:26","2023-06-10 19:10:26"
"10","3","53","1","<p class=""MsoNormal"" style=""text-align: justify;"">How do we know if we have really measured the attribute we wanted to measure? For instance, does a count of the number of &ldquo;bugs&rdquo; found in a system during integration testing measure the quality of the system? If not, what does the count tell us?</p>","3","2023-06-10 19:10:53","2023-06-10 19:10:53"
